"PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","RP","EM","RI","OI","FU","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","D2","PG","WC","SC","GA","UT","PM","index","dirty_index"
"J","Garcia, S; Ghivelder, L; Soriano, S; Felner, I",NA,NA,NA,"Garcia, S.; Ghivelder, L.; Soriano, S.; Felner, I.",NA,NA,"Magnetization scaling in the ruthenate-cuprate RuSr2Eu1.4Ce0.6Cu2O10-delta (Ru-1222)","EUROPEAN PHYSICAL JOURNAL B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The magnetic properties of the superconducting ruthenate-cuprate RuSr2Eu 1.4Ce0.6Cu2O10-delta (Ru-1222) have been studied by a scaling analysis of the dc magnetization and ac susceptibility measurements. Non-linear M(H) curves reveal the presence of nano-size clusters with a net magnetic moment of similar to 10(2) mu(B) at 180 K, near the deviation from a Curie-Weiss behavior. On cooling, no scaling was observed down to 90 K, discarding the possibility of magnetic phase separation of collinear ferromagnetic particles. We explain this result in terms of a variable number of contributing particles, with a temperature dependent net magnetic moment. For 70 K <= T <= 90 K the scaling plots evidence the emergence of a system of non-interacting particles, which couple on further cooling. The observed cluster-glass features are preserved down to the lowest measured temperature (10 K); no signature of long-range order was detected. The frequency shift of the peak in the real part of the ac susceptibility does not follow the Vogel-Fulcher type dependence, as previously reported. The puzzling temperature dependence of the coercive field, H-C(T), is correlated with the changes in the scaling factors.",NA,NA,NA,"GHIVELDER, LUIS/L-1820-2015","GHIVELDER, LUIS/0000-0002-5667-6531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1434-6028",NA,NA,NA,NA,"OCT",2006,"53","3",NA,NA,NA,NA,"307","313",NA,"10.1140/epjb/e2006-00393-4",NA,NA,NA,NA,NA,"WOS:000241614600006",NA,39,"39 no 8"
"J","Mclaughlin, AC; Begg, L; Harrow, C; Kimber, SAJ; Sher, F; Attfield, JP",NA,NA,NA,"Mclaughlin, Abbie C.; Begg, Laura; Harrow, Catriona; Kimber, Simon A. J.; Sher, Falak; Attfield, J. Paul",NA,NA,"Chemical tuning of positive and negative magnetoresistances, and superconductivity in 1222-type ruthenocuprates","JOURNAL OF THE AMERICAN CHEMICAL SOCIETY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sher, Falak/G-3412-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0002-7863",NA,NA,NA,NA,"27-Sep",2006,"128","38",NA,NA,NA,NA,"12364","12365",NA,"10.1021/ja064778h",NA,NA,NA,NA,NA,"WOS:000240612700007",16984156,39,"39 no 9"
"J","Kimber, SAJ; Mclaughlin, AC; Attfield, JP",NA,NA,NA,"Kimber, SAJ; Mclaughlin, AC; Attfield, JP",NA,NA,"High pressure neutron diffraction study of the magnetoresistive 1222-type ruthenocuprate, RuSr2Nd0.9Y0.2Ce0.9Cu2O10","MATERIALS RESEARCH BULLETIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The crystal structure of the 1222-type ruthenocuprate RuSr2Nd0.9Y0.2Ce0.9Cu2O10 has been studied by time-of-flight neutron diffraction at temperatures 100-160 K and pressures up to 5 GPa. The structure has tetragonal I4/mmm symmetry throughout (e.g. a = 3.8104(2) angstrom and c = 28.125(3) angstrom at 160 K and 5.1 GPa) with no significant distortions observed at the 140 K Ru spin ordering transition. The strongly bonded Cu-O and Ru-O network leads to a bulk modulus of 145 GPa which is high for layered cuprates, with a low anisotropy in the cell compressibility (k(c)/k(a) = 1.32). The Cu-O-Cu buckling angle and the tilting of the CuO5 square pyramids decreases with pressure, but the in-plane rotation of the RuO6 octahedra increases. (C) 2006 Elsevier Ltd. All rights reserved.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0025-5408",NA,NA,NA,NA,"25-May",2006,"41","5",NA,NA,NA,NA,"1001","1007",NA,"10.1016/j.materresbull.2006.01.009",NA,NA,NA,NA,NA,"WOS:000238116800014",NA,39,"39 no 10"
"J","Awana, VPS; Balamurugan, S; Chandra, LSS; Deshpande, A; Ganesan, V; Kishan, H; Takayama-Muromachi, E; Narlikar, A",NA,NA,NA,"Awana, V. P. S.; Balamurugan, S.; Chandra, L. S. Sharath; Deshpande, A.; Ganesan, V.; Kishan, H.; Takayama-Muromachi, E.; Narlikar, A. V.",NA,NA,"Synthesis and physical characterization of superconductivity-magnetism crossover compound RuSr2EuCeCu2O10-delta","SOLID STATE COMMUNICATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"We carefully studied the nonsuperconducting sample of the magneto-superconducting RuSr2(Eu1-xCe)Cu2O10-delta series with composition RuSr2EuCeCU2O10-delta. This compound seems to exhibit a complex magnetic state as revealed by host of techniques like resistivity, thermopower, magnetic susceptibility, and MR measurements. The studied compound exhibited ferromagnetic like M(H) loops at 5, 20, and 50 K, and semiconductor like electrical conduction down to 5 K, with -MR7 T of up to 4% at low temperatures. The -MR7 (T) decreases fast above 150 K and monotonically becomes close to zero above say 230 K. Below, 150 K -MR7 (T) decreases to around 3% monotonically down to 75 K, with further increase to 4% at around 30 K and lastly having a slight decrease below this temperature. The thermopower S(7) behavior closely followed the -MR7 (T) steps in terms of d(S/T)/dT slopes. Further, both MR7 (T) steps and d(S/T)/dT slopes are found in close vicinity to various magnetic ordering temperatures (T-mag) of this compound. (c) 2006 Elsevier Ltd. All rights reserved.",NA,NA,NA,"V, Ganesan/B-4719-2015; Awana, Veer/E-4938-2015;","V, Ganesan/0000-0002-0705-2351; , L. S. Sharath Chandra/0000-0002-1253-6035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0038-1098",NA,NA,NA,NA,NA,2006,"138","9",NA,NA,NA,NA,"452","456",NA,"10.1016/j.ssc.2006.04.001",NA,NA,NA,NA,NA,"WOS:000238815900007",NA,39,"39 no 11"
"J","Flores, H; Lin, S; Contreras-Ferrat, G; Cronan, JE; Morett, E",NA,NA,NA,"Flores, Humberto; Lin, Steven; Contreras-Ferrat, Gabriel; Cronan, John E.; Morett, Enrique",NA,NA,"Evolution of a new function in an esterase: simple amino acid substitutions enable the activity present in the larger paralog, BioH","PROTEIN ENGINEERING DESIGN & SELECTION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gene duplication and divergence are essential processes for the evolution of new activities. Divergence may be gradual, involving simple amino acid residue substitutions, or drastic, such that larger structural elements are inserted, deleted or rearranged. Vast protein sequence comparisons, supported by some experimental evidence, argue that large structural modifications have been necessary for certain catalytic activities to evolve. However, it is not clear whether these activities could not have been attained by gradual changes. Interestingly, catalytic promiscuity could play a fundamental evolutionary role: a preexistent secondary activity could be increased by simple amino acid residue substitutions that do not affect the enzymes primary activity. The promiscuous profile of the enzyme may be modified gradually by genetic drift, making a pool of potentially useful activities that can be selected before duplication. In this work, we used random mutagenesis and in vivo selection to evolve the Pseudomonas aeruginosa PAO1 carboxylesterase PA3859, a small protein, to attain the function of BioH, a much larger paralog involved in biotin biosynthesis. BioH was chosen as a target activity because it provides a highly sensitive selection for evolved enzymatic activities by auxotrophy complementation. After only two cycles of directed evolution, mutants with the ability to efficiently complement biotin auxotrophy were selected. The in vivo and in vitro characterization showed that the activity of one of our mutant proteins was similar to that of the wild-type BioH enzyme. Our results demonstrate that it is possible to evolve enzymatic activities present in larger proteins by discrete amino acid substitutions.",NA,NA,NA,"Morett, Enrique/G-3401-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1741-0126",NA,NA,NA,NA,"AUG",2012,"25","8",NA,NA,NA,NA,"387","395",NA,"10.1093/protein/gzs035",NA,NA,NA,NA,NA,"WOS:000306180400002",22691705,40,"40 no 1"
"B","Clark, LA",NA,"Baltz, RH; Davies, JE; Demain, AL",NA,"Clark, Louis A.",NA,NA,"Enzyme Engineering: Combining Computational Approaches with Directed Evolution","MANUAL OF INDUSTRIAL MICROBIOLOGY AND BIOTECHNOLOGY, THIRD EDITION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"978-1-55581-512-7",NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,"453","465",NA,NA,NA,NA,NA,NA,NA,"WOS:000276164600036",NA,40,"40 no 2"
"J","Scanlon, TC; Gray, EC; Griswold, KE",NA,NA,NA,"Scanlon, Thomas C.; Gray, Elizabeth C.; Griswold, Karl E.",NA,NA,"Quantifying and resolving multiple vector transformants in S. cerevisiae plasmid libraries","BMC BIOTECHNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Background: In addition to providing the molecular machinery for transcription and translation, recombinant microbial expression hosts maintain the critical genotype-phenotype link that is essential for high throughput screening and recovery of proteins encoded by plasmid libraries. It is known that Escherichia coli cells can be simultaneously transformed with multiple unique plasmids and thusly complicate recombinant library screening experiments. As a result of their potential to yield misleading results, bacterial multiple vector transformants have been thoroughly characterized in previous model studies. In contrast to bacterial systems, there is little quantitative information available regarding multiple vector transformants in yeast. Saccharomyces cerevisiae is the most widely used eukaryotic platform for cell surface display, combinatorial protein engineering, and other recombinant library screens. In order to characterize the extent and nature of multiple vector transformants in this important host, plasmid-born gene libraries constructed by yeast homologous recombination were analyzed by DNA sequencing. Results: It was found that up to 90% of clones in yeast homologous recombination libraries may be multiple vector transformants, that on average these clones bear four or more unique mutant genes, and that these multiple vector cells persist as a significant proportion of library populations for greater than 24 hours during liquid outgrowth. Both vector concentration and vector to insert ratio influenced the library proportion of multiple vector transformants, but their population frequency was independent of transformation efficiency. Interestingly, the average number of plasmids born by multiple vector transformants did not vary with their library population proportion. Conclusion: These results highlight the potential for multiple vector transformants to dominate yeast libraries constructed by homologous recombination. The previously unrecognized prevalence and persistence of multiply transformed yeast cells have important implications for yeast library screens. The quantitative information described herein should increase awareness of this issue, and the rapid sequencing approach developed for these studies should be widely useful for identifying multiple vector transformants and avoiding complications associated with cells that have acquired more than one unique plasmid.",NA,NA,NA,"Griswold, Karl/B-3449-2012;","Griswold, Karl/0000-0002-9835-3394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1472-6750",NA,NA,NA,NA,"20-Nov",2009,"9",NA,NA,NA,NA,NA,NA,NA,"95","10.1186/1472-6750-9-95",NA,NA,NA,NA,NA,"WOS:000272337200001",19930565,40,"40 no 3"
"J","Velappan, N; Sblattero, D; Chasteen, L; Pavlik, P; Bradbury, ARM",NA,NA,NA,"Velappan, Nileena; Sblattero, Daniele; Chasteen, Leslie; Pavlik, Peter; Bradbury, Andrew R. M.",NA,NA,"Plasmid incompatibility: more compatible than previously thought?","PROTEIN ENGINEERING DESIGN & SELECTION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It is generally accepted that plasmids containing the same origin of replication are incompatible. We have re-examined this concept in terms of the plasmid copy number, by introducing plasmids containing the same origin of replication and different antibiotic resistance genes into bacteria. By selecting for resistance to only one antibiotic, we were able to examine the persistence of plasmids carrying resistances to other antibiotics. We find that plasmids are not rapidly lost, but are able to persist in bacteria for multiple overnight growth cycles, with some dependence upon the nature of the antibiotic selected for. By carrying out the experiments with different origins of replication, we have been able to show that higher copy number leads to longer persistence, but even with low copy plasmids, persistence occurs to a significant degree. This observation holds significance for the field of protein engineering, as the presence of two or more plasmids within bacteria weakens, and confuses, the connection between screened phenotype and genotype, with the potential to wrongly assign specific phenotypes to incorrect genotypes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1741-0126",NA,NA,NA,NA,"JUL",2007,"20","7",NA,NA,NA,NA,"309","313",NA,"10.1093/protein/gzm005",NA,NA,NA,NA,NA,"WOS:000249395700001",17332010,40,"40 no 4"
"J","Goldsmith, M; Kiss, C; Bradbury, ARM; Tawfik, DS",NA,NA,NA,"Goldsmith, Moshe; Kiss, Csaba; Bradbury, Andrew R. M.; Tawfik, Dan S.",NA,NA,"Avoiding and controlling double transformation artifacts","PROTEIN ENGINEERING DESIGN & SELECTION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This article describes a set of standard control experiments for the authentication of new protein variants isolated through library selection and site-directed mutagenesis. These controls are specifically designed to rule out artifacts derived from 'double transformants'-i.e. cells transformed with, or infected by, two different plasmids simultaneously. These seem to have been the source of past artifacts and, as demonstrated here, are far more common than generally recognized. By following standard protocols for cloning, plasmid isolation, subcloning, in combination with functional assays, the presence of such artifacts can be ruled out. This protocol needs to be applied for any new variant isolated from heterogeneous gene repertoires, and in particular for variants isolated by selection for either enzymatic activity, or binding.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1741-0126",NA,NA,NA,NA,"JUL",2007,"20","7",NA,NA,NA,NA,"315","318",NA,"10.1093/protein/gzm026",NA,NA,NA,NA,NA,"WOS:000249395700002",17575283,40,"40 no 5"
"J","Creus, M; Ward, TR",NA,NA,NA,"Creus, Marc; Ward, Thomas R.",NA,NA,"Designed evolution of artificial metalloenzymes: protein catalysts made to order","ORGANIC & BIOMOLECULAR CHEMISTRY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial metalloenzymes based on biotin-streptavidin technology, a ""fusion"" of chemistry and biology, illustrate how asymmetric catalysts can be improved and evolved using chemogenetic approaches.",NA,NA,NA,"Creus, Marc/E-8397-2012; Ward, Thomas/K-6419-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1477-0520","1477-0539",NA,NA,NA,NA,2007,"5","12",NA,NA,NA,NA,"1835","1844",NA,"10.1039/b702068f",NA,NA,NA,NA,NA,"WOS:000247104800002",17551630,40,"40 no 6"
"J","Skerra, A; Eichinger, A; Jaschke, A; Helm, M; Marx, A; Strerath, M",NA,NA,NA,"Skerra, A; Eichinger, A; Jaschke, A; Helm, M; Marx, A; Strerath, M",NA,NA,"Biochemistry 2004","NACHRICHTEN AUS DER CHEMIE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1439-9598",NA,NA,NA,NA,"MAR",2005,"53","3",NA,NA,NA,NA,"273","280",NA,NA,NA,NA,NA,NA,NA,"WOS:000227256200005",NA,40,"40 no 7"
"J","Claxton, LD",NA,NA,NA,"Claxton, LD",NA,NA,"Scientific authorship Part 1. A window into scientific fraud?","MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The examination of a single scientific manuscript seldom alerts scientists, reviewers, editors, and scientific administrators to the fabrication and falsification of data and information. This review shows that most documented cases of scientific fraud involve falsification (altering truthful information) and fabrication (inventing information where none previously existed). Plagiarism is much less frequent. The review of published accounts also shows that the publication of scientific papers containing recognizable fraudulent material is very low, probably less than 0.02% and extremely difficult to detect. Because most reported cases of fraud have involved research done at prestigious organizations with distinguished co-authors, and that is published in journals with exacting review processes, it becomes evident that some unscrupulous scientists are adept at fabricating and falsifying data. However, ""significant"" scientific fraud is detected when scientists repeatedly report results that cannot be independently verified, when colleagues report suspicious behaviour, or scientific audits are performed. This review documents and compares many of the better-known cases of scientific fraud. Fraudulent behaviour has served as the impetus for the scientific community to develop publication procedures and guidelines that help to guard against not only fraudulent behaviour but also against other types of unethical or undesirable behaviours. A companion paper reviews the non-fraudulent issues associated with scientific publication. Published by Elsevier B.V.",NA,NA,NA,NA,"Claxton, Larry/0000-0001-7455-1583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1383-5742",NA,NA,NA,NA,"JAN",2005,"589","1",NA,NA,NA,NA,"17","30",NA,"10.1016/j.mrrev.2004.07.003",NA,NA,NA,NA,NA,"WOS:000226874500002",15652224,40,"40 no 8"
